No.,File Name,Pole Number,Location,Full Address,Latitude,Longitude,GPS Coordinates,Date/Time,Captured By,Uploaded By,Status
11,ARZV1695.JPG,LAW-P-1010,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.364504,27.811866,"-26.364504, 27.811866","7/23/25, 9:20 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
12,ASFR5899.JPG,LAW-P-1011,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.387861,27.802056,"-26.387861, 27.802056","7/23/25, 8:00 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
13,AVQE2541.JPG,LAW-P-1012,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.385293,27.811051,"-26.385293, 27.811051","7/23/25, 11:28 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
14,AXWD8963.JPG,LAW-P-1013,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.394099,27.814558,"-26.394099, 27.814558","7/23/25, 10:36 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
15,BAHM3423.JPG,LAW-P-1014,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.380164,27.804344,"-26.380164, 27.804344","7/23/25, 2:15 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
16,BBFL7303.JPG,LAW-P-1015,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.363423,27.815918,"-26.363423, 27.815918","7/23/25, 2:09 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
17,BBNO8820.JPG,LAW-P-1016,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.376488,27.813842,"-26.376488, 27.813842","7/23/25, 9:56 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
18,BIZJ8490.JPG,LAW-P-1017,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.394308,27.800565,"-26.394308, 27.800565","7/23/25, 8:40 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
19,BMCZ3397.JPG,LAW-P-1018,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.36366,27.819637,"-26.36366, 27.819637","7/23/25, 2:05 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
20,BMES8191.JPG,LAW-P-1019,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.392388,27.809533,"-26.392388, 27.809533","7/23/25, 9:30 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
21,BNZL9622.JPG,LAW-P-1020,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.360715,27.818996,"-26.360715, 27.818996","7/23/25, 12:35 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
22,BOTI0083.JPG,LAW-P-1021,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.365596,27.809465,"-26.365596, 27.809465","7/23/25, 2:07 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
23,BRMQ8573.JPG,LAW-P-1022,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.392793,27.815697,"-26.392793, 27.815697","7/23/25, 2:37 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
24,BSAC1151.JPG,LAW-P-1023,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.397737,27.809292,"-26.397737, 27.809292","7/23/25, 3:44 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
25,BSVV3015.JPG,LAW-P-1024,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.392238,27.815878,"-26.392238, 27.815878","7/23/25, 8:32 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
26,BVXT8184.JPG,LAW-P-1025,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.363665,27.803309,"-26.363665, 27.803309","7/23/25, 2:55 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
27,BWHK1080.JPG,LAW-P-1026,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.387515,27.801537,"-26.387515, 27.801537","7/23/25, 12:44 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
28,BYZJ7377.JPG,LAW-P-1027,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.392933,27.80091,"-26.392933, 27.80091","7/23/25, 1:21 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
29,CCHC6189.JPG,LAW-P-1028,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.378863,27.809112,"-26.378863, 27.809112","7/23/25, 8:17 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
30,CFEZ4826.JPG,LAW-P-1029,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.370096,27.816945,"-26.370096, 27.816945","7/23/25, 9:09 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
31,CHXX4480.JPG,LAW-P-1030,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.368881,27.808025,"-26.368881, 27.808025","7/23/25, 8:35 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
32,CIFN6820.JPG,LAW-P-1031,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.378524,27.815968,"-26.378524, 27.815968","7/23/25, 1:42 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
33,CKCL1172.JPG,LAW-P-1032,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.388634,27.817301,"-26.388634, 27.817301","7/23/25, 8:46 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
34,CMFB6989.JPG,LAW-P-1033,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.375152,27.813814,"-26.375152, 27.813814","7/23/25, 9:26 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
35,CNPR3546.JPG,LAW-P-1034,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.372477,27.812675,"-26.372477, 27.812675","7/23/25, 1:33 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
36,CPIY3449.JPG,LAW-P-1035,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.360234,27.813077,"-26.360234, 27.813077","7/23/25, 12:33 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
37,CRCM2517.JPG,LAW-P-1036,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.381229,27.807238,"-26.381229, 27.807238","7/23/25, 8:29 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
38,CURY0142.JPG,LAW-P-1037,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.391449,27.814626,"-26.391449, 27.814626","7/23/25, 11:10 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
39,CUZE5708.JPG,LAW-P-1038,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.393202,27.801099,"-26.393202, 27.801099","7/23/25, 9:46 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
40,CVYD6786.JPG,LAW-P-1039,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.377299,27.805977,"-26.377299, 27.805977","7/23/25, 11:35 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
41,CWVA8617.JPG,LAW-P-1040,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.361064,27.815156,"-26.361064, 27.815156","7/23/25, 12:37 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
42,DIVV9861.JPG,LAW-P-1041,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.36258,27.816105,"-26.36258, 27.816105","7/23/25, 10:31 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
43,DLED9593.JPG,LAW-P-1042,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.384559,27.809323,"-26.384559, 27.809323","7/23/25, 8:37 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
44,DMWX1009.JPG,LAW-P-1043,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.379618,27.809479,"-26.379618, 27.809479","7/23/25, 12:53 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
45,DSSJ8820.JPG,LAW-P-1044,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.390851,27.818117,"-26.390851, 27.818117","7/23/25, 2:17 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
46,DWIS9846.JPG,LAW-P-1045,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.381908,27.811797,"-26.381908, 27.811797","7/23/25, 2:39 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
47,DXGS2451.JPG,LAW-P-1046,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.378083,27.805887,"-26.378083, 27.805887","7/23/25, 9:39 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
48,ECAT6148.JPG,LAW-P-1047,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.373301,27.811033,"-26.373301, 27.811033","7/23/25, 11:22 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
49,EGVZ5387.JPG,LAW-P-1048,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.36372,27.816953,"-26.36372, 27.816953","7/23/25, 9:35 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
50,EJGI5277.JPG,LAW-P-1049,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.369488,27.808368,"-26.369488, 27.808368","7/23/25, 3:00 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
51,EJOW5275.JPG,LAW-P-1050,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.36257,27.806118,"-26.36257, 27.806118","7/23/25, 12:53 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
52,EKVB0045.JPG,LAW-P-1051,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.378301,27.801917,"-26.378301, 27.801917","7/23/25, 10:31 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
53,ELEF5957.JPG,LAW-P-1052,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.375321,27.814205,"-26.375321, 27.814205","7/23/25, 11:20 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
54,ELGT6458.JPG,LAW-P-1053,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.364711,27.818324,"-26.364711, 27.818324","7/23/25, 11:33 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
55,EOCV4425.JPG,LAW-P-1054,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.363445,27.802383,"-26.363445, 27.802383","7/23/25, 12:38 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
56,EOIZ5717.JPG,LAW-P-1055,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.391794,27.81485,"-26.391794, 27.81485","7/23/25, 8:44 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
57,ETTC0277.JPG,LAW-P-1056,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.364318,27.810174,"-26.364318, 27.810174","7/23/25, 8:49 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
58,EWBU1563.JPG,LAW-P-1057,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.365477,27.817913,"-26.365477, 27.817913","7/23/25, 12:46 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
59,EWPN3355.JPG,LAW-P-1058,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.375999,27.801308,"-26.375999, 27.801308","7/23/25, 11:11 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
60,EYVK8258.JPG,LAW-P-1059,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.381328,27.808556,"-26.381328, 27.808556","7/23/25, 10:46 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
61,FCRK6534.JPG,LAW-P-1060,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.386891,27.8118,"-26.386891, 27.8118","7/23/25, 11:53 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
62,FEDH2359.JPG,LAW-P-1061,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.37641,27.816788,"-26.37641, 27.816788","7/23/25, 1:25 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
63,FGYH9883.JPG,LAW-P-1062,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.39193,27.814589,"-26.39193, 27.814589","7/23/25, 12:00 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
64,FKAS6112.JPG,LAW-P-1063,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.372213,27.805734,"-26.372213, 27.805734","7/23/25, 9:47 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
65,FOBP7095.JPG,LAW-P-1064,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.373038,27.812357,"-26.373038, 27.812357","7/23/25, 2:37 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
66,FPRN8261.JPG,LAW-P-1065,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.380418,27.801657,"-26.380418, 27.801657","7/23/25, 2:28 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
67,FPUA8230.JPG,LAW-P-1066,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.362439,27.806402,"-26.362439, 27.806402","7/23/25, 10:00 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
68,FQHP7703.JPG,LAW-P-1067,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.386013,27.816957,"-26.386013, 27.816957","7/23/25, 11:09 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
69,FRZT7746.JPG,LAW-P-1068,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.368419,27.80872,"-26.368419, 27.80872","7/23/25, 12:12 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
70,FSIE6113.JPG,LAW-P-1069,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.377685,27.811219,"-26.377685, 27.811219","7/23/25, 12:55 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
71,FUUK5806.JPG,LAW-P-1070,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.369635,27.814716,"-26.369635, 27.814716","7/23/25, 1:04 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
72,FVNM8623.JPG,LAW-P-1071,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.378283,27.808448,"-26.378283, 27.808448","7/23/25, 9:46 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
73,FWNA8701.JPG,LAW-P-1072,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.398913,27.80441,"-26.398913, 27.80441","7/23/25, 1:56 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
74,FZCN1104.JPG,LAW-P-1073,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.386947,27.814233,"-26.386947, 27.814233","7/23/25, 2:55 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
75,GBBN9148.JPG,LAW-P-1074,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.360086,27.810486,"-26.360086, 27.810486","7/23/25, 9:30 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
76,GDJF1059.JPG,LAW-P-1075,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.375042,27.812435,"-26.375042, 27.812435","7/23/25, 10:16 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
77,GFXE6104.JPG,LAW-P-1076,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.388652,27.800471,"-26.388652, 27.800471","7/23/25, 1:07 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
78,GHOQ0380.JPG,LAW-P-1077,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.36415,27.819052,"-26.36415, 27.819052","7/23/25, 10:55 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
79,GPLX1215.JPG,LAW-P-1078,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.392621,27.817282,"-26.392621, 27.817282","7/23/25, 9:42 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
80,GTVE5972.JPG,LAW-P-1079,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.366601,27.816547,"-26.366601, 27.816547","7/23/25, 3:50 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
81,GUFJ6642.JPG,LAW-P-1080,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.373085,27.808688,"-26.373085, 27.808688","7/23/25, 8:43 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
82,GVSQ9506.JPG,LAW-P-1081,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.385145,27.807126,"-26.385145, 27.807126","7/23/25, 1:49 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
83,GXLF7888.JPG,LAW-P-1082,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.370714,27.817761,"-26.370714, 27.817761","7/23/25, 2:43 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
84,GXPW1294.JPG,LAW-P-1083,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.374897,27.810187,"-26.374897, 27.810187","7/23/25, 9:22 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
85,GYRT1650.JPG,LAW-P-1084,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.369721,27.803143,"-26.369721, 27.803143","7/23/25, 1:44 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
86,GZAZ0002.JPG,LAW-P-1085,"Lawley, Gauteng, South Africa","Lawley Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.391101,27.818744,"-26.391101, 27.818744","7/23/25, 12:54 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
87,GZZE1257.JPG,LAW-P-1086,"Lawley, Gauteng, South Africa","2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.39347,27.812935,"-26.39347, 27.812935","7/23/25, 12:10 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
88,HEBR8966.JPG,LAW-P-1087,"Lawley, Gauteng, South Africa","3rd Avenue, Lawley, Lawley, Gauteng 1830, South Africa",-26.36086,27.813798,"-26.36086, 27.813798","7/23/25, 3:47 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
89,HFJW0466.JPG,LAW-P-1088,"Lawley, Gauteng, South Africa","Market Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.397413,27.803388,"-26.397413, 27.803388","7/23/25, 12:51 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
90,HJTK6524.JPG,LAW-P-1089,"Lawley, Gauteng, South Africa","Main Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.387909,27.807612,"-26.387909, 27.807612","7/23/25, 9:34 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
91,HNWT8378.JPG,LAW-P-1090,"Lawley, Gauteng, South Africa","Church Street, Lawley, Lawley, Gauteng 1830, South Africa",-26.396519,27.81452,"-26.396519, 27.81452","7/23/25, 9:18 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
92,HRHV1719.JPG,LAW-P-1091,"Lawley, Gauteng, South Africa","School Street, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.366972,27.811942,"-26.366972, 27.811942","7/23/25, 11:03 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
93,HXDI7619.JPG,LAW-P-1092,"Lawley, Gauteng, South Africa","Mandela Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.363906,27.817079,"-26.363906, 27.817079","7/23/25, 2:18 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
94,IHDN2384.JPG,LAW-P-1093,"Lawley, Gauteng, South Africa","Freedom Way, Lawley, Lawley, Gauteng 1830, South Africa",-26.366232,27.809409,"-26.366232, 27.809409","7/23/25, 9:47 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
95,IKNO0666.JPG,LAW-P-1094,"Lawley, Gauteng, South Africa","Unity Road, Lawley Extento, Lawley, Gauteng 1830, South Africa",-26.385955,27.800049,"-26.385955, 27.800049","7/23/25, 3:55 PM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
96,INYM6657.JPG,LAW-P-1095,"Lawley, Gauteng, South Africa","Hope Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.382968,27.802618,"-26.382968, 27.802618","7/23/25, 10:29 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
97,ITSN6013.JPG,LAW-P-1096,"Lawley, Gauteng, South Africa","Piranha Crescent, Lawley, Lawley, Gauteng 1830, South Africa",-26.367113,27.818885,"-26.367113, 27.818885","7/23/25, 10:12 AM GMT+02:00",GPS Map Camera,ettienejvr@gmail.com,Captured
