No.,File Name,Location,Full Address,Latitude,Longitude,GPS Coordinates,Date/Time,Captured By,Uploaded By,Status,Data Source
122,KRDH4855.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
123,KSGK5207.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
124,KSZA3267.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
125,KUDQ9215.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
126,LAMD3284.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
127,LBBM2217.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
128,LDWE5504.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
129,LEFU9103.JPG,"Lawley, Gauteng, South Africa","Piranha Crescent, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.39649,27.813118,"-26.39649, 27.813118",07/23/2025 11:22 AM GMT+02:00,GPS Map Camera,ettienejvr@gmail.com,Extracted,Manual Extraction
130,LEQB9539.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
131,LLDF1597.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
132,LPAD7111.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
133,LPIC8864.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
134,LQKO5148.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
135,LQZU0957.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
136,LRUC4371.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
137,LRWE3363.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
138,LTDX9851.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
139,LTZI0059.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
140,LWVL1065.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
141,LWZP8195.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
142,MAFW4938.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
143,MAQJ2478.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
144,MBGP6121.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
145,METX0463.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
146,MJKL9606.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
147,MMJE6410.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
148,MQJO4808.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
149,MSHD1100.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
150,MUVG4780.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
151,MVDD5001.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
152,NBKS9554.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
153,NFPG0936.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
154,NFTY2403.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
155,NHET7589.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
156,NMDI1270.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
157,OCZK0771.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
158,OFDO0961.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
159,OFVD9641.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
160,OGKR5607.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
161,OJCP7199.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
162,OLWW2289.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
163,OOAS4702.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
164,OORX2011.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
165,OPCL9647.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
166,OQQK0399.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
167,ORAY5913.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
168,OSYM6192.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
169,OYGM8276.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
170,OYQU1252.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
171,PFTC5891.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
172,PFZK4298.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
173,PHLQ5468.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
174,PKSM5427.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
175,PMOI0570.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
176,POKR1584.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
177,PVFU5787.JPG,"Lawley, Gauteng, South Africa",Pending extraction,,,,,GPS Map Camera,ettienejvr@gmail.com,Pending,Needs manual extraction
