No.,File Name,Pole ID,Status,Full Address,Latitude,Longitude,GPS Coordinates,Date/Time,Notes
29,CCHC6189.JPG,ETT-0029,EXTRACTED,"7 Siyabonga Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.383869,27.806789,"-26.383869, 27.806789",07/24/2025 03:05 PM GMT+02:00,
30,CFEZ4826.JPG,ETT-0030,EMPTY,,,,,,0 bytes file
31,CHXX4480.JPG,ETT-0031,PENDING,,,,,,Needs manual extraction
32,CIFN6820.JPG,ETT-0032,PENDING,,,,,,Needs manual extraction
33,CKCL1172.JPG,ETT-0033,EXTRACTED,"Ramalepe Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.384188,27.806924,"-26.384188, 27.806924",07/24/2025 03:11 PM GMT+02:00,
34,CMFB6989.JPG,ETT-0034,PENDING,,,,,,Needs manual extraction
35,CNPR3546.JPG,ETT-0035,PENDING,,,,,,Needs manual extraction
36,CPIY3449.JPG,ETT-0036,PENDING,,,,,,Needs manual extraction
37,CRCM2517.JPG,ETT-0037,PENDING,,,,,,Needs manual extraction
38,CURY0142.JPG,ETT-0038,PENDING,,,,,,Needs manual extraction
39,CUZE5708.JPG,ETT-0039,PENDING,,,,,,Needs manual extraction
40,CVYD6786.JPG,ETT-0040,PENDING,,,,,,Needs manual extraction
41,CWVA8617.JPG,ETT-0041,PENDING,,,,,,Needs manual extraction
42,DIVV9861.JPG,ETT-0042,PENDING,,,,,,Needs manual extraction
43,DLED9593.JPG,ETT-0043,PENDING,,,,,,Needs manual extraction
44,DMWX1009.JPG,ETT-0044,EXTRACTED,"Barracuda Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.390316,27.810644,"-26.390316, 27.810644",07/23/2025 11:02 AM GMT+02:00,
45,DSSJ8820.JPG,ETT-0045,PENDING,,,,,,Needs manual extraction
46,DWIS9846.JPG,ETT-0046,PENDING,,,,,,Needs manual extraction
47,DXGS2451.JPG,ETT-0047,PENDING,,,,,,Needs manual extraction
48,ECAT6148.JPG,ETT-0048,PENDING,,,,,,Needs manual extraction
49,EGVZ5387.JPG,ETT-0049,PENDING,,,,,,Needs manual extraction
50,EJGI5277.JPG,ETT-0050,PENDING,,,,,,Needs manual extraction
51,EJOW5275.JPG,ETT-0051,PENDING,,,,,,Needs manual extraction
52,EKVB0045.JPG,ETT-0052,PENDING,,,,,,Needs manual extraction
53,ELEF5957.JPG,ETT-0053,PENDING,,,,,,Needs manual extraction
54,ELGT6458.JPG,ETT-0054,PENDING,,,,,,Needs manual extraction
55,EOCV4425.JPG,ETT-0055,PENDING,,,,,,Needs manual extraction
56,EOIZ5717.JPG,ETT-0056,PENDING,,,,,,Needs manual extraction
57,ETTC0277.JPG,ETT-0057,PENDING,,,,,,Needs manual extraction
58,EWBU1563.JPG,ETT-0058,PENDING,,,,,,Needs manual extraction
59,EWPN3355.JPG,ETT-0059,PENDING,,,,,,Needs manual extraction
60,EYVK8258.JPG,ETT-0060,PENDING,,,,,,Needs manual extraction
61,FCRK6534.JPG,ETT-0061,PENDING,,,,,,Needs manual extraction
62,FEDH2359.JPG,ETT-0062,PENDING,,,,,,Needs manual extraction
63,FGYH9883.JPG,ETT-0063,PENDING,,,,,,Needs manual extraction
64,FKAS6112.JPG,ETT-0064,PENDING,,,,,,Needs manual extraction
65,FOBP7095.JPG,ETT-0065,PENDING,,,,,,Needs manual extraction
66,FPRN8261.JPG,ETT-0066,PENDING,,,,,,Needs manual extraction
67,FPUA8230.JPG,ETT-0067,PENDING,,,,,,Needs manual extraction
68,FQHP7703.JPG,ETT-0068,PENDING,,,,,,Needs manual extraction
69,FRZT7746.JPG,ETT-0069,PENDING,,,,,,Needs manual extraction
70,FSIE6113.JPG,ETT-0070,PENDING,,,,,,Needs manual extraction
71,FUUK5806.JPG,ETT-0071,PENDING,,,,,,Needs manual extraction
72,FVNM8623.JPG,ETT-0072,PENDING,,,,,,Needs manual extraction
73,FWNA8701.JPG,ETT-0073,PENDING,,,,,,Needs manual extraction
74,FZCN1104.JPG,ETT-0074,PENDING,,,,,,Needs manual extraction
75,GBBN9148.JPG,ETT-0075,EXTRACTED,"Siyabonga Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.378948,27.809967,"-26.378948, 27.809967",07/23/2025 01:56 PM GMT+02:00,
76,GDJF1059.JPG,ETT-0076,PENDING,,,,,,Needs manual extraction
77,GFXE6104.JPG,ETT-0077,PENDING,,,,,,Needs manual extraction
78,GHOQ0380.JPG,ETT-0078,PENDING,,,,,,Needs manual extraction
79,GPLX1215.JPG,ETT-0079,PENDING,,,,,,Needs manual extraction
80,GTVE5972.JPG,ETT-0080,PENDING,,,,,,Needs manual extraction
81,GUFJ6642.JPG,ETT-0081,PENDING,,,,,,Needs manual extraction
82,GVSQ9506.JPG,ETT-0082,PENDING,,,,,,Needs manual extraction
83,GXLF7888.JPG,ETT-0083,PENDING,,,,,,Needs manual extraction
84,GXPW1294.JPG,ETT-0084,PENDING,,,,,,Needs manual extraction
85,GYRT1650.JPG,ETT-0085,PENDING,,,,,,Needs manual extraction
86,GZAZ0002.JPG,ETT-0086,PENDING,,,,,,Needs manual extraction
87,GZZE1257.JPG,ETT-0087,PENDING,,,,,,Needs manual extraction
88,HEBR8966.JPG,ETT-0088,PENDING,,,,,,Needs manual extraction
89,HFJW0466.JPG,ETT-0089,PENDING,,,,,,Needs manual extraction
90,HJTK6524.JPG,ETT-0090,PENDING,,,,,,Needs manual extraction
91,HNWT8378.JPG,ETT-0091,PENDING,,,,,,Needs manual extraction
92,HRHV1719.JPG,ETT-0092,EXTRACTED,"5th Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.382739,27.805834,"-26.382739, 27.805834",07/24/2025 03:35 PM GMT+02:00,
93,HXDI7619.JPG,ETT-0093,PENDING,,,,,,Needs manual extraction
94,IHDN2384.JPG,ETT-0094,PENDING,,,,,,Needs manual extraction
95,IKNO0666.JPG,ETT-0095,PENDING,,,,,,Needs manual extraction
96,INYM6657.JPG,ETT-0096,PENDING,,,,,,Needs manual extraction
97,ITSN6013.JPG,ETT-0097,PENDING,,,,,,Needs manual extraction
98,IWTO6731.JPG,ETT-0098,PENDING,,,,,,Needs manual extraction
99,IXQJ4199.JPG,ETT-0099,PENDING,,,,,,Needs manual extraction
100,JIUI4919.JPG,ETT-0100,PENDING,,,,,,Needs manual extraction
101,JJBK8199.JPG,ETT-0101,PENDING,,,,,,Needs manual extraction
102,JKEY8710.JPG,ETT-0102,PENDING,,,,,,Needs manual extraction
103,JQYR2834.JPG,ETT-0103,PENDING,,,,,,Needs manual extraction
104,JSFY9917.JPG,ETT-0104,PENDING,,,,,,Needs manual extraction
105,JUBJ3863.JPG,ETT-0105,PENDING,,,,,,Needs manual extraction
106,JUGV5500.JPG,ETT-0106,PENDING,,,,,,Needs manual extraction
107,JVEI9420.JPG,ETT-0107,PENDING,,,,,,Needs manual extraction
108,JVZY2095.JPG,ETT-0108,PENDING,,,,,,Needs manual extraction
109,JWBW3753.JPG,ETT-0109,PENDING,,,,,,Needs manual extraction
110,JWGZ7542.JPG,ETT-0110,PENDING,,,,,,Needs manual extraction
111,JWJO4732.JPG,ETT-0111,PENDING,,,,,,Needs manual extraction
112,JXDE5450.JPG,ETT-0112,PENDING,,,,,,Needs manual extraction
113,JYNV5321.JPG,ETT-0113,PENDING,,,,,,Needs manual extraction
114,KCKK0959.JPG,ETT-0114,PENDING,,,,,,Needs manual extraction
115,KCXA7871.JPG,ETT-0115,PENDING,,,,,,Needs manual extraction
116,KFYR6665.JPG,ETT-0116,PENDING,,,,,,Needs manual extraction
117,KGCJ1211.JPG,ETT-0117,PENDING,,,,,,Needs manual extraction
118,KLDO0620.JPG,ETT-0118,PENDING,,,,,,Needs manual extraction
119,KLUE5207.JPG,ETT-0119,PENDING,,,,,,Needs manual extraction
120,KQKK4522.JPG,ETT-0120,PENDING,,,,,,Needs manual extraction
121,KRAU3608.JPG,ETT-0121,PENDING,,,,,,Needs manual extraction
122,KRDH4855.JPG,ETT-0122,PENDING,,,,,,Needs manual extraction
123,KSGK5207.JPG,ETT-0123,PENDING,,,,,,Needs manual extraction
124,KSZA3267.JPG,ETT-0124,PENDING,,,,,,Needs manual extraction
125,KUDQ9215.JPG,ETT-0125,PENDING,,,,,,Needs manual extraction
126,LAMD3284.JPG,ETT-0126,PENDING,,,,,,Needs manual extraction
127,LBBM2217.JPG,ETT-0127,PENDING,,,,,,Needs manual extraction
128,LDWE5504.JPG,ETT-0128,PENDING,,,,,,Needs manual extraction
129,LEFU9103.JPG,ETT-0129,PENDING,,,,,,Needs manual extraction
130,LEQB9539.JPG,ETT-0130,PENDING,,,,,,Needs manual extraction
131,LLDF1597.JPG,ETT-0131,PENDING,,,,,,Needs manual extraction
132,LPAD7111.JPG,ETT-0132,PENDING,,,,,,Needs manual extraction
133,LPIC8864.JPG,ETT-0133,PENDING,,,,,,Needs manual extraction
134,LQKO5148.JPG,ETT-0134,PENDING,,,,,,Needs manual extraction
135,LQZU0957.JPG,ETT-0135,PENDING,,,,,,Needs manual extraction
136,LRUC4371.JPG,ETT-0136,PENDING,,,,,,Needs manual extraction
137,LRWE3363.JPG,ETT-0137,PENDING,,,,,,Needs manual extraction
138,LTDX9851.JPG,ETT-0138,PENDING,,,,,,Needs manual extraction
139,LTZI0059.JPG,ETT-0139,PENDING,,,,,,Needs manual extraction
140,LWVL1065.JPG,ETT-0140,EXTRACTED,"Piranha Crescent, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.39649,27.813118,"-26.39649, 27.813118",07/23/2025 11:22 AM GMT+02:00,
141,LWZP8195.JPG,ETT-0141,PENDING,,,,,,Needs manual extraction
142,MAFW4938.JPG,ETT-0142,PENDING,,,,,,Needs manual extraction
143,MAQJ2478.JPG,ETT-0143,PENDING,,,,,,Needs manual extraction
144,MBGP6121.JPG,ETT-0144,PENDING,,,,,,Needs manual extraction
145,METX0463.JPG,ETT-0145,PENDING,,,,,,Needs manual extraction
146,MJKL9606.JPG,ETT-0146,PENDING,,,,,,Needs manual extraction
147,MMJE6410.JPG,ETT-0147,PENDING,,,,,,Needs manual extraction
148,MQJO4808.JPG,ETT-0148,PENDING,,,,,,Needs manual extraction
149,MSHD1100.JPG,ETT-0149,PENDING,,,,,,Needs manual extraction
150,MUVG4780.JPG,ETT-0150,PENDING,,,,,,Needs manual extraction
151,MVDD5001.JPG,ETT-0151,PENDING,,,,,,Needs manual extraction
152,NBKS9554.JPG,ETT-0152,PENDING,,,,,,Needs manual extraction
153,NFPG0936.JPG,ETT-0153,PENDING,,,,,,Needs manual extraction
154,NFTY2403.JPG,ETT-0154,PENDING,,,,,,Needs manual extraction
155,NHET7589.JPG,ETT-0155,PENDING,,,,,,Needs manual extraction
156,NMDI1270.JPG,ETT-0156,PENDING,,,,,,Needs manual extraction
157,OCZK0771.JPG,ETT-0157,PENDING,,,,,,Needs manual extraction
158,OFDO0961.JPG,ETT-0158,PENDING,,,,,,Needs manual extraction
159,OFVD9641.JPG,ETT-0159,PENDING,,,,,,Needs manual extraction
160,OGKR5607.JPG,ETT-0160,PENDING,,,,,,Needs manual extraction
161,OJCP7199.JPG,ETT-0161,PENDING,,,,,,Needs manual extraction
162,OLWW2289.JPG,ETT-0162,PENDING,,,,,,Needs manual extraction
163,OOAS4702.JPG,ETT-0163,PENDING,,,,,,Needs manual extraction
164,OORX2011.JPG,ETT-0164,PENDING,,,,,,Needs manual extraction
165,OPCL9647.JPG,ETT-0165,PENDING,,,,,,Needs manual extraction
166,OQQK0399.JPG,ETT-0166,PENDING,,,,,,Needs manual extraction
167,ORAY5913.JPG,ETT-0167,PENDING,,,,,,Needs manual extraction
168,OSYM6192.JPG,ETT-0168,PENDING,,,,,,Needs manual extraction
169,OYGM8276.JPG,ETT-0169,PENDING,,,,,,Needs manual extraction
170,OYQU1252.JPG,ETT-0170,PENDING,,,,,,Needs manual extraction
171,PFTC5891.JPG,ETT-0171,PENDING,,,,,,Needs manual extraction
172,PFZK4298.JPG,ETT-0172,PENDING,,,,,,Needs manual extraction
173,PHLQ5468.JPG,ETT-0173,PENDING,,,,,,Needs manual extraction
174,PKSM5427.JPG,ETT-0174,PENDING,,,,,,Needs manual extraction
175,PMOI0570.JPG,ETT-0175,PENDING,,,,,,Needs manual extraction
176,POKR1584.JPG,ETT-0176,PENDING,,,,,,Needs manual extraction
177,PVFU5787.JPG,ETT-0177,PENDING,,,,,,Needs manual extraction
178,PXFC6466.JPG,ETT-0178,PENDING,,,,,,Needs manual extraction
179,PXMG6451.JPG,ETT-0179,PENDING,,,,,,Needs manual extraction
180,PZLP3988.JPG,ETT-0180,PENDING,,,,,,Needs manual extraction
181,PZLP6531.JPG,ETT-0181,PENDING,,,,,,Needs manual extraction
182,QEMR7804.JPG,ETT-0182,PENDING,,,,,,Needs manual extraction
183,QGPN5995.JPG,ETT-0183,PENDING,,,,,,Needs manual extraction
184,QHDL4382.JPG,ETT-0184,PENDING,,,,,,Needs manual extraction
185,QHJV5587.JPG,ETT-0185,PENDING,,,,,,Needs manual extraction
186,QIZR3203.JPG,ETT-0186,PENDING,,,,,,Needs manual extraction
187,QKAI8572.JPG,ETT-0187,EXTRACTED,"2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.384564,27.806597,"-26.384564, 27.806597",07/24/2025 03:04 PM GMT+02:00,
188,QKJM0615.JPG,ETT-0188,PENDING,,,,,,Needs manual extraction
189,QLOR1783.JPG,ETT-0189,PENDING,,,,,,Needs manual extraction
190,QLZS2207.JPG,ETT-0190,PENDING,,,,,,Needs manual extraction
191,QNAM7574.JPG,ETT-0191,PENDING,,,,,,Needs manual extraction
192,QNTU5037.JPG,ETT-0192,PENDING,,,,,,Needs manual extraction
193,QOCQ6232.JPG,ETT-0193,PENDING,,,,,,Needs manual extraction
194,QPVF6496.JPG,ETT-0194,PENDING,,,,,,Needs manual extraction
195,QRIQ8238.JPG,ETT-0195,PENDING,,,,,,Needs manual extraction
196,QTFA6097.JPG,ETT-0196,PENDING,,,,,,Needs manual extraction
197,QXXU4985.JPG,ETT-0197,PENDING,,,,,,Needs manual extraction
198,RKGE6317.JPG,ETT-0198,PENDING,,,,,,Needs manual extraction
199,RPBJ6661.JPG,ETT-0199,PENDING,,,,,,Needs manual extraction
200,RPRQ0671.JPG,ETT-0200,PENDING,,,,,,Needs manual extraction
201,RQBM3981.JPG,ETT-0201,PENDING,,,,,,Needs manual extraction
202,RSIP4254.JPG,ETT-0202,PENDING,,,,,,Needs manual extraction
203,RSSU1982.JPG,ETT-0203,PENDING,,,,,,Needs manual extraction
204,RUCW4375.JPG,ETT-0204,PENDING,,,,,,Needs manual extraction
205,RZNL7669.JPG,ETT-0205,PENDING,,,,,,Needs manual extraction
206,RZPZ1249.JPG,ETT-0206,PENDING,,,,,,Needs manual extraction
207,RZUQ0882.JPG,ETT-0207,PENDING,,,,,,Needs manual extraction
208,SCAV0268.JPG,ETT-0208,PENDING,,,,,,Needs manual extraction
209,SCPC2411.JPG,ETT-0209,PENDING,,,,,,Needs manual extraction
210,SDRO4407.JPG,ETT-0210,PENDING,,,,,,Needs manual extraction
211,SFKU5869.JPG,ETT-0211,PENDING,,,,,,Needs manual extraction
212,SGGW4400.JPG,ETT-0212,PENDING,,,,,,Needs manual extraction
213,SGOP2396.JPG,ETT-0213,PENDING,,,,,,Needs manual extraction
214,SLTS7367.JPG,ETT-0214,EXTRACTED,"13 Enoch Street, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.380007,27.808841,"-26.380007, 27.808841",07/23/2025 02:15 PM GMT+02:00,
215,SNZB2490.JPG,ETT-0215,PENDING,,,,,,Needs manual extraction
216,SOHQ6720.JPG,ETT-0216,PENDING,,,,,,Needs manual extraction
217,SPKH1135.JPG,ETT-0217,PENDING,,,,,,Needs manual extraction
218,SSPG1126.JPG,ETT-0218,PENDING,,,,,,Needs manual extraction
219,TBHV5255.JPG,ETT-0219,PENDING,,,,,,Needs manual extraction
220,TCPI1013.JPG,ETT-0220,PENDING,,,,,,Needs manual extraction
221,TELP8044.JPG,ETT-0221,PENDING,,,,,,Needs manual extraction
222,TEWK4669.JPG,ETT-0222,PENDING,,,,,,Needs manual extraction
223,TFGY3968.JPG,ETT-0223,PENDING,,,,,,Needs manual extraction
224,TLNQ4300.JPG,ETT-0224,PENDING,,,,,,Needs manual extraction
225,TNLM1397.JPG,ETT-0225,PENDING,,,,,,Needs manual extraction
226,TUYE7948.JPG,ETT-0226,PENDING,,,,,,Needs manual extraction
227,TVFQ6621.JPG,ETT-0227,PENDING,,,,,,Needs manual extraction
228,TWOI4932.JPG,ETT-0228,PENDING,,,,,,Needs manual extraction
229,UADC3182.JPG,ETT-0229,PENDING,,,,,,Needs manual extraction
230,UAEF2339.JPG,ETT-0230,PENDING,,,,,,Needs manual extraction
231,UDKC3881.JPG,ETT-0231,PENDING,,,,,,Needs manual extraction
232,UDVJ6459.JPG,ETT-0232,PENDING,,,,,,Needs manual extraction
233,UJHM6420.JPG,ETT-0233,PENDING,,,,,,Needs manual extraction
234,UKZK6251.JPG,ETT-0234,PENDING,,,,,,Needs manual extraction
235,ULKY5152.JPG,ETT-0235,PENDING,,,,,,Needs manual extraction
236,UUZQ0214.JPG,ETT-0236,PENDING,,,,,,Needs manual extraction
237,UVDN4826.JPG,ETT-0237,PENDING,,,,,,Needs manual extraction
238,UYHX2141.JPG,ETT-0238,PENDING,,,,,,Needs manual extraction
239,VACT9642.JPG,ETT-0239,PENDING,,,,,,Needs manual extraction
240,VFXI5873.JPG,ETT-0240,PENDING,,,,,,Needs manual extraction
241,VHQQ4500.JPG,ETT-0241,PENDING,,,,,,Needs manual extraction
242,VIKN9189.JPG,ETT-0242,PENDING,,,,,,Needs manual extraction
243,VITV2559.JPG,ETT-0243,PENDING,,,,,,Needs manual extraction
244,VJBR8865.JPG,ETT-0244,PENDING,,,,,,Needs manual extraction
245,VNJV1636.JPG,ETT-0245,PENDING,,,,,,Needs manual extraction
246,VOEV0130.JPG,ETT-0246,PENDING,,,,,,Needs manual extraction
247,VQTO0938.JPG,ETT-0247,PENDING,,,,,,Needs manual extraction
248,VVTZ8254.JPG,ETT-0248,PENDING,,,,,,Needs manual extraction
249,VZWT3807.JPG,ETT-0249,PENDING,,,,,,Needs manual extraction
250,WDGD3512.JPG,ETT-0250,PENDING,,,,,,Needs manual extraction
251,WERG9200.JPG,ETT-0251,PENDING,,,,,,Needs manual extraction
252,WGZP0725.JPG,ETT-0252,PENDING,,,,,,Needs manual extraction
253,WKNB3113.JPG,ETT-0253,PENDING,,,,,,Needs manual extraction
254,WNIF2205.JPG,ETT-0254,PENDING,,,,,,Needs manual extraction
255,WPUP1273.JPG,ETT-0255,PENDING,,,,,,Needs manual extraction
256,WSRB6420.JPG,ETT-0256,EXTRACTED,"Lawley Road, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.382613,27.807202,"-26.382613, 27.807202",07/24/2025 03:14 PM GMT+02:00,
257,WTFY1547.JPG,ETT-0257,PENDING,,,,,,Needs manual extraction
258,WWAS6268.JPG,ETT-0258,PENDING,,,,,,Needs manual extraction
259,WYRN2954.JPG,ETT-0259,PENDING,,,,,,Needs manual extraction
260,XAZG0669.JPG,ETT-0260,PENDING,,,,,,Needs manual extraction
261,XDZH3344.JPG,ETT-0261,PENDING,,,,,,Needs manual extraction
262,XFKG0609.JPG,ETT-0262,PENDING,,,,,,Needs manual extraction
263,XHPT1307.JPG,ETT-0263,PENDING,,,,,,Needs manual extraction
264,XJIL4173.JPG,ETT-0264,PENDING,,,,,,Needs manual extraction
265,XJTC4692.JPG,ETT-0265,PENDING,,,,,,Needs manual extraction
266,XKHY7283.JPG,ETT-0266,PENDING,,,,,,Needs manual extraction
267,XKWN7211.JPG,ETT-0267,PENDING,,,,,,Needs manual extraction
268,XLND0902.JPG,ETT-0268,PENDING,,,,,,Needs manual extraction
269,XLVI6517.JPG,ETT-0269,EXTRACTED,"2nd Avenue, Elandsfontein, Lawley, Gauteng 1830, South Africa",-26.383169,27.812837,"-26.383169, 27.812837",07/23/2025 10:13 AM GMT+02:00,
270,XMVZ6722.JPG,ETT-0270,PENDING,,,,,,Needs manual extraction
271,XOJB0232.JPG,ETT-0271,PENDING,,,,,,Needs manual extraction
272,XPRM9810.JPG,ETT-0272,PENDING,,,,,,Needs manual extraction
273,XULD6295.JPG,ETT-0273,PENDING,,,,,,Needs manual extraction
274,XXIH3089.JPG,ETT-0274,PENDING,,,,,,Needs manual extraction
275,XXSS4512.JPG,ETT-0275,PENDING,,,,,,Needs manual extraction
276,XYWV9477.JPG,ETT-0276,PENDING,,,,,,Needs manual extraction
277,YAJF1719.JPG,ETT-0277,PENDING,,,,,,Needs manual extraction
278,YLJC3423.JPG,ETT-0278,PENDING,,,,,,Needs manual extraction
